meeting_date,item_id,item_title,member,vote
2020-09-14,23363,"Request to adopt 2021 Town Council meeting schedule and include the schedule in the 2021 Town calendar. In addition, consider adding Liberty Amendments Day as an official Town holiday.",Linda Colbert,Aye
2020-09-14,23360,"Request to consider amendments to Chapter 11 of the Town Code - Personnel relating to updates in human resources terminology, authorizations for business operations, and holidays",Chuck Anderson,Nay
2020-09-14,23360,"Request to consider amendments to Chapter 11 of the Town Code - Personnel relating to updates in human resources terminology, authorizations for business operations, and holidays",Ray Brill Jr.,Aye
2020-09-14,23360,"Request to consider amendments to Chapter 11 of the Town Code - Personnel relating to updates in human resources terminology, authorizations for business operations, and holidays",Nisha Patel,Nay
2020-09-14,23360,"Request to consider amendments to Chapter 11 of the Town Code - Personnel relating to updates in human resources terminology, authorizations for business operations, and holidays",Steve Potter,Aye
2020-09-14,23360,"Request to consider amendments to Chapter 11 of the Town Code - Personnel relating to updates in human resources terminology, authorizations for business operations, and holidays",Ed Somers,Nay
2020-09-14,23360,"Request to consider amendments to Chapter 11 of the Town Code - Personnel relating to updates in human resources terminology, authorizations for business operations, and holidays",Howard J. Springsteen,Aye
2020-09-14,23360,"Request to consider amendments to Chapter 11 of the Town Code - Personnel relating to updates in human resources terminology, authorizations for business operations, and holidays",Linda Colbert,Aye
2020-09-14,23362,Request approval of pro bono tree project by Kirkland & Ellis and Ramboll US Corporation,Chuck Anderson,Aye
2020-09-14,23362,Request approval of pro bono tree project by Kirkland & Ellis and Ramboll US Corporation,Ray Brill Jr.,Aye
2020-09-14,23362,Request approval of pro bono tree project by Kirkland & Ellis and Ramboll US Corporation,Nisha Patel,Aye
2020-09-14,23362,Request approval of pro bono tree project by Kirkland & Ellis and Ramboll US Corporation,Steve Potter,Aye
2020-09-14,23362,Request approval of pro bono tree project by Kirkland & Ellis and Ramboll US Corporation,Ed Somers,Aye
2020-09-14,23362,Request approval of pro bono tree project by Kirkland & Ellis and Ramboll US Corporation,Howard J. Springsteen,Aye
2020-09-14,23362,Request approval of pro bono tree project by Kirkland & Ellis and Ramboll US Corporation,Linda Colbert,Aye
2020-09-14,23366,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Chuck Anderson,Aye
2020-09-14,23366,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Ray Brill Jr.,Aye
2020-09-14,23366,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Nisha Patel,Aye
2020-09-14,23366,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Steve Potter,Aye
2020-09-14,23366,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Ed Somers,Aye
2020-09-14,23366,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Howard J. Springsteen,Aye
2020-09-14,23366,Award Capital Lease IFB 21-02 for Financing FY 20-21 Vehicle and Equipment Replacement Program,Linda Colbert,Aye
2020-09-14,23359,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Chuck Anderson,Aye
2020-09-14,23359,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Ray Brill Jr.,Aye
2020-09-14,23359,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Nisha Patel,Aye
2020-09-14,23359,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Steve Potter,Aye
2020-09-14,23359,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Ed Somers,Aye
2020-09-14,23359,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Howard J. Springsteen,Aye
2020-09-14,23359,Request approval of vehicle purchases within the Vehicle Replacement Program for FY21,Linda Colbert,Aye
2020-09-14,23365,VDOT resolution to designate Old Courthouse Road sidewalk project as a Revenue Sharing project,Chuck Anderson,Aye
2020-09-14,23365,VDOT resolution to designate Old Courthouse Road sidewalk project as a Revenue Sharing project,Ray Brill Jr.,Aye
2020-09-14,23365,VDOT resolution to designate Old Courthouse Road sidewalk project as a Revenue Sharing project,Nisha Patel,Aye
2020-09-14,23365,VDOT resolution to designate Old Courthouse Road sidewalk project as a Revenue Sharing project,Steve Potter,Aye
2020-09-14,23365,VDOT resolution to designate Old Courthouse Road sidewalk project as a Revenue Sharing project,Ed Somers,Aye
2020-09-14,23365,VDOT resolution to designate Old Courthouse Road sidewalk project as a Revenue Sharing project,Howard J. Springsteen,Aye
2020-09-14,23365,VDOT resolution to designate Old Courthouse Road sidewalk project as a Revenue Sharing project,Linda Colbert,Aye
2020-09-04,23326,Resolution for Continuity of Government,Chuck Anderson,Aye
2020-09-04,23326,Resolution for Continuity of Government,Ray Brill Jr.,Absent
2020-09-04,23326,Resolution for Continuity of Government,Nisha Patel,Aye
2020-09-04,23326,Resolution for Continuity of Government,Steve Potter,Aye
2020-09-04,23326,Resolution for Continuity of Government,Ed Somers,Aye
2020-09-04,23326,Resolution for Continuity of Government,Howard J. Springsteen,Aye
2020-09-04,23326,Resolution for Continuity of Government,Linda Colbert,Aye
2020-09-04,23328,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Chuck Anderson,Aye
2020-09-04,23328,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Ray Brill Jr.,Absent
2020-09-04,23328,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Nisha Patel,Aye
2020-09-04,23328,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Steve Potter,Aye
2020-09-04,23328,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Ed Somers,Aye
2020-09-04,23328,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Howard J. Springsteen,Aye
2020-09-04,23328,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Linda Colbert,Aye
2020-09-04,23382,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Chuck Anderson,Aye
2020-09-04,23382,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Ray Brill Jr.,Absent
2020-09-04,23382,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Nisha Patel,Aye
2020-09-04,23382,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Steve Potter,Aye
2020-09-04,23382,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Ed Somers,Aye
2020-09-04,23382,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Howard J. Springsteen,Aye
2020-09-04,23382,"Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Public, Semi-Public and Private Institutions Adversely Affected by the Ongoing Pandemic Disaster",Linda Colbert,Aye
2020-08-31,23266,Resolution for Continuity of Government,Chuck Anderson,Aye
2020-08-31,23266,Resolution for Continuity of Government,Ray Brill Jr.,Aye
2020-08-31,23266,Resolution for Continuity of Government,Nisha Patel,Aye
2020-08-31,23266,Resolution for Continuity of Government,Steve Potter,Aye
2020-08-31,23266,Resolution for Continuity of Government,Ed Somers,Aye
2020-08-31,23266,Resolution for Continuity of Government,Howard J. Springsteen,Aye
2020-08-31,23266,Resolution for Continuity of Government,Linda Colbert,Aye
2020-08-31,23261,"Acceptance of the July 6, 2020 Council Meeting Minutes.",Chuck Anderson,Aye
2020-08-31,23261,"Acceptance of the July 6, 2020 Council Meeting Minutes.",Ray Brill Jr.,Aye
2020-08-31,23261,"Acceptance of the July 6, 2020 Council Meeting Minutes.",Nisha Patel,Aye
2020-08-31,23261,"Acceptance of the July 6, 2020 Council Meeting Minutes.",Steve Potter,Aye
2020-08-31,23261,"Acceptance of the July 6, 2020 Council Meeting Minutes.",Ed Somers,Aye
2020-08-31,23261,"Acceptance of the July 6, 2020 Council Meeting Minutes.",Howard J. Springsteen,Aye
2020-08-31,23261,"Acceptance of the July 6, 2020 Council Meeting Minutes.",Linda Colbert,Aye
2020-08-31,23271,Closed Session,Chuck Anderson,Aye
2020-08-31,23271,Closed Session,Ray Brill Jr.,Aye
2020-08-31,23271,Closed Session,Nisha Patel,Aye
2020-08-31,23271,Closed Session,Steve Potter,Aye
2020-08-31,23271,Closed Session,Ed Somers,Aye
2020-08-31,23271,Closed Session,Howard J. Springsteen,Aye
2020-08-31,23271,Closed Session,Linda Colbert,Aye
2020-08-31,23256,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Chuck Anderson,Aye
2020-08-31,23256,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Ray Brill Jr.,Aye
2020-08-31,23256,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Nisha Patel,Aye
2020-08-31,23256,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Steve Potter,Aye
2020-08-31,23256,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Ed Somers,Aye
2020-08-31,23256,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Howard J. Springsteen,Aye
2020-08-31,23256,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Linda Colbert,Aye
2020-08-31,23268,Purchase of Property for a Public Purpose,Chuck Anderson,Aye
2020-08-31,23268,Purchase of Property for a Public Purpose,Ray Brill Jr.,Aye
2020-08-31,23268,Purchase of Property for a Public Purpose,Nisha Patel,Aye
2020-08-31,23268,Purchase of Property for a Public Purpose,Steve Potter,Aye
2020-08-31,23268,Purchase of Property for a Public Purpose,Ed Somers,Aye
2020-08-31,23268,Purchase of Property for a Public Purpose,Howard J. Springsteen,Aye
2020-08-31,23268,Purchase of Property for a Public Purpose,Linda Colbert,Aye
2020-08-31,23303,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Chuck Anderson,Aye
2020-08-31,23303,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Ray Brill Jr.,Aye
2020-08-31,23303,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Nisha Patel,Aye
2020-08-31,23303,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Steve Potter,Aye
2020-08-31,23303,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Ed Somers,Aye
2020-08-31,23303,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Howard J. Springsteen,Aye
2020-08-31,23303,"Public hearing to amend the FY 2019-20 budget for use of Coronavirus Aid, Relief, and Economic Security Funds (CARES Act Funds)",Linda Colbert,Aye
2020-08-31,23304,Public hearing to amend FY 2020-21 budget for use of CARES Act funding and supplemental appropriations,Chuck Anderson,Aye
2020-08-31,23304,Public hearing to amend FY 2020-21 budget for use of CARES Act funding and supplemental appropriations,Ray Brill Jr.,Aye
2020-08-31,23304,Public hearing to amend FY 2020-21 budget for use of CARES Act funding and supplemental appropriations,Nisha Patel,Aye
2020-08-31,23304,Public hearing to amend FY 2020-21 budget for use of CARES Act funding and supplemental appropriations,Steve Potter,Aye
2020-08-31,23304,Public hearing to amend FY 2020-21 budget for use of CARES Act funding and supplemental appropriations,Ed Somers,Aye
2020-08-31,23304,Public hearing to amend FY 2020-21 budget for use of CARES Act funding and supplemental appropriations,Howard J. Springsteen,Aye
2020-08-31,23304,Public hearing to amend FY 2020-21 budget for use of CARES Act funding and supplemental appropriations,Linda Colbert,Aye
2020-08-31,23252,Public hearing on rezoning of 117 Courthouse Road SW (parcel # 0384 02 0032) from C-2 General Commercial zone and C-1A Special Commercial zone to RS-10 Single-Family Detached Residential zone,Chuck Anderson,Aye
2020-08-31,23252,Public hearing on rezoning of 117 Courthouse Road SW (parcel # 0384 02 0032) from C-2 General Commercial zone and C-1A Special Commercial zone to RS-10 Single-Family Detached Residential zone,Ray Brill Jr.,Aye
2020-08-31,23252,Public hearing on rezoning of 117 Courthouse Road SW (parcel # 0384 02 0032) from C-2 General Commercial zone and C-1A Special Commercial zone to RS-10 Single-Family Detached Residential zone,Nisha Patel,Aye
2020-08-31,23252,Public hearing on rezoning of 117 Courthouse Road SW (parcel # 0384 02 0032) from C-2 General Commercial zone and C-1A Special Commercial zone to RS-10 Single-Family Detached Residential zone,Steve Potter,Aye
2020-08-31,23252,Public hearing on rezoning of 117 Courthouse Road SW (parcel # 0384 02 0032) from C-2 General Commercial zone and C-1A Special Commercial zone to RS-10 Single-Family Detached Residential zone,Ed Somers,Nay
2020-08-31,23252,Public hearing on rezoning of 117 Courthouse Road SW (parcel # 0384 02 0032) from C-2 General Commercial zone and C-1A Special Commercial zone to RS-10 Single-Family Detached Residential zone,Howard J. Springsteen,Aye
2020-08-31,23252,Public hearing on rezoning of 117 Courthouse Road SW (parcel # 0384 02 0032) from C-2 General Commercial zone and C-1A Special Commercial zone to RS-10 Single-Family Detached Residential zone,Linda Colbert,Aye
2020-08-31,23247,Consent Agenda,Chuck Anderson,Aye
2020-08-31,23247,Consent Agenda,Ray Brill Jr.,Aye
2020-08-31,23247,Consent Agenda,Nisha Patel,Aye
2020-08-31,23247,Consent Agenda,Steve Potter,Aye
2020-08-31,23247,Consent Agenda,Ed Somers,Aye
2020-08-31,23247,Consent Agenda,Howard J. Springsteen,Aye
2020-08-31,23247,Consent Agenda,Linda Colbert,Aye
2020-08-31,23306,Two-hour limit for Town Council meetings,Chuck Anderson,Aye
2020-08-31,23306,Two-hour limit for Town Council meetings,Ray Brill Jr.,Aye
2020-08-31,23306,Two-hour limit for Town Council meetings,Nisha Patel,Aye
2020-08-31,23306,Two-hour limit for Town Council meetings,Steve Potter,Aye
2020-08-31,23306,Two-hour limit for Town Council meetings,Ed Somers,Aye
2020-08-31,23306,Two-hour limit for Town Council meetings,Howard J. Springsteen,Aye
2020-08-31,23306,Two-hour limit for Town Council meetings,Linda Colbert,Aye
2020-08-31,23250,"Referral to the Planning Commission of a proposed ordinance to amend the Code of the Town of Vienna, Chapter 17, Subdivisions, Article 5, Improvements, Section 17-67.2 Completion and Construction of Sidewalks for Single-Lot Development.",Chuck Anderson,Aye
2020-08-31,23250,"Referral to the Planning Commission of a proposed ordinance to amend the Code of the Town of Vienna, Chapter 17, Subdivisions, Article 5, Improvements, Section 17-67.2 Completion and Construction of Sidewalks for Single-Lot Development.",Ray Brill Jr.,Aye
2020-08-31,23250,"Referral to the Planning Commission of a proposed ordinance to amend the Code of the Town of Vienna, Chapter 17, Subdivisions, Article 5, Improvements, Section 17-67.2 Completion and Construction of Sidewalks for Single-Lot Development.",Nisha Patel,Aye
2020-08-31,23250,"Referral to the Planning Commission of a proposed ordinance to amend the Code of the Town of Vienna, Chapter 17, Subdivisions, Article 5, Improvements, Section 17-67.2 Completion and Construction of Sidewalks for Single-Lot Development.",Steve Potter,Aye
2020-08-31,23250,"Referral to the Planning Commission of a proposed ordinance to amend the Code of the Town of Vienna, Chapter 17, Subdivisions, Article 5, Improvements, Section 17-67.2 Completion and Construction of Sidewalks for Single-Lot Development.",Ed Somers,Aye
2020-08-31,23250,"Referral to the Planning Commission of a proposed ordinance to amend the Code of the Town of Vienna, Chapter 17, Subdivisions, Article 5, Improvements, Section 17-67.2 Completion and Construction of Sidewalks for Single-Lot Development.",Howard J. Springsteen,Aye
2020-08-31,23250,"Referral to the Planning Commission of a proposed ordinance to amend the Code of the Town of Vienna, Chapter 17, Subdivisions, Article 5, Improvements, Section 17-67.2 Completion and Construction of Sidewalks for Single-Lot Development.",Linda Colbert,Aye
2020-08-31,23251,"Intent to adopt a proposed ordinance to amend the Code of the Town of Vienna, Chapter 9, Motor Vehicles and Traffic, Article 1, In General, Section 9-3, Adoption of State Code.",Chuck Anderson,Aye
2020-08-31,23251,"Intent to adopt a proposed ordinance to amend the Code of the Town of Vienna, Chapter 9, Motor Vehicles and Traffic, Article 1, In General, Section 9-3, Adoption of State Code.",Ray Brill Jr.,Aye
2020-08-31,23251,"Intent to adopt a proposed ordinance to amend the Code of the Town of Vienna, Chapter 9, Motor Vehicles and Traffic, Article 1, In General, Section 9-3, Adoption of State Code.",Nisha Patel,Aye
2020-08-31,23251,"Intent to adopt a proposed ordinance to amend the Code of the Town of Vienna, Chapter 9, Motor Vehicles and Traffic, Article 1, In General, Section 9-3, Adoption of State Code.",Steve Potter,Aye
2020-08-31,23251,"Intent to adopt a proposed ordinance to amend the Code of the Town of Vienna, Chapter 9, Motor Vehicles and Traffic, Article 1, In General, Section 9-3, Adoption of State Code.",Ed Somers,Aye
2020-08-31,23251,"Intent to adopt a proposed ordinance to amend the Code of the Town of Vienna, Chapter 9, Motor Vehicles and Traffic, Article 1, In General, Section 9-3, Adoption of State Code.",Howard J. Springsteen,Aye
2020-08-31,23251,"Intent to adopt a proposed ordinance to amend the Code of the Town of Vienna, Chapter 9, Motor Vehicles and Traffic, Article 1, In General, Section 9-3, Adoption of State Code.",Linda Colbert,Aye
2020-08-31,23255,Re-adoption and extension of the Continuity of Government ordinance,Chuck Anderson,Aye
2020-08-31,23255,Re-adoption and extension of the Continuity of Government ordinance,Ray Brill Jr.,Aye
2020-08-31,23255,Re-adoption and extension of the Continuity of Government ordinance,Nisha Patel,Aye
2020-08-31,23255,Re-adoption and extension of the Continuity of Government ordinance,Steve Potter,Aye
2020-08-31,23255,Re-adoption and extension of the Continuity of Government ordinance,Ed Somers,Aye
2020-08-31,23255,Re-adoption and extension of the Continuity of Government ordinance,Howard J. Springsteen,Aye
2020-08-31,23255,Re-adoption and extension of the Continuity of Government ordinance,Linda Colbert,Aye
2020-08-31,23259,"Extension and Re-adoption of emergency ordinance to waive zoning regulations to permit temporary outdoor activity through March 31, 2021",Chuck Anderson,Aye
2020-08-31,23259,"Extension and Re-adoption of emergency ordinance to waive zoning regulations to permit temporary outdoor activity through March 31, 2021",Ray Brill Jr.,Aye
2020-08-31,23259,"Extension and Re-adoption of emergency ordinance to waive zoning regulations to permit temporary outdoor activity through March 31, 2021",Nisha Patel,Aye
2020-08-31,23259,"Extension and Re-adoption of emergency ordinance to waive zoning regulations to permit temporary outdoor activity through March 31, 2021",Steve Potter,Aye
2020-08-31,23259,"Extension and Re-adoption of emergency ordinance to waive zoning regulations to permit temporary outdoor activity through March 31, 2021",Ed Somers,Aye
2020-08-31,23259,"Extension and Re-adoption of emergency ordinance to waive zoning regulations to permit temporary outdoor activity through March 31, 2021",Howard J. Springsteen,Aye
2020-08-31,23259,"Extension and Re-adoption of emergency ordinance to waive zoning regulations to permit temporary outdoor activity through March 31, 2021",Linda Colbert,Aye
2020-08-31,23269,Closed Session,Chuck Anderson,Aye
2020-08-31,23269,Closed Session,Ray Brill Jr.,Aye
2020-08-31,23269,Closed Session,Nisha Patel,Aye
2020-08-31,23269,Closed Session,Steve Potter,Aye
2020-08-31,23269,Closed Session,Ed Somers,Aye
2020-08-31,23269,Closed Session,Howard J. Springsteen,Aye
2020-08-31,23269,Closed Session,Linda Colbert,Aye
2020-08-19,23164,Resolution for Continuity of Government,Chuck Anderson,Aye
2020-08-19,23164,Resolution for Continuity of Government,Ray Brill Jr.,Aye
2020-08-19,23164,Resolution for Continuity of Government,Nisha Patel,Aye
2020-08-19,23164,Resolution for Continuity of Government,Steve Potter,Aye
2020-08-19,23164,Resolution for Continuity of Government,Ed Somers,Aye
2020-08-19,23164,Resolution for Continuity of Government,Howard J. Springsteen,Aye
2020-08-19,23164,Resolution for Continuity of Government,Linda Colbert,Aye
2020-08-19,23161,"Emergency ordinance regarding a temporary waiver of zoning restrictions for child day care in commercial zones, industrial zones, and for public, semi-public and private institutions in other zones.",Chuck Anderson,Aye
2020-08-19,23161,"Emergency ordinance regarding a temporary waiver of zoning restrictions for child day care in commercial zones, industrial zones, and for public, semi-public and private institutions in other zones.",Ray Brill Jr.,Aye
2020-08-19,23161,"Emergency ordinance regarding a temporary waiver of zoning restrictions for child day care in commercial zones, industrial zones, and for public, semi-public and private institutions in other zones.",Nisha Patel,Aye
2020-08-19,23161,"Emergency ordinance regarding a temporary waiver of zoning restrictions for child day care in commercial zones, industrial zones, and for public, semi-public and private institutions in other zones.",Steve Potter,Aye
2020-08-19,23161,"Emergency ordinance regarding a temporary waiver of zoning restrictions for child day care in commercial zones, industrial zones, and for public, semi-public and private institutions in other zones.",Ed Somers,Aye
2020-08-19,23161,"Emergency ordinance regarding a temporary waiver of zoning restrictions for child day care in commercial zones, industrial zones, and for public, semi-public and private institutions in other zones.",Howard J. Springsteen,Aye
2020-08-19,23161,"Emergency ordinance regarding a temporary waiver of zoning restrictions for child day care in commercial zones, industrial zones, and for public, semi-public and private institutions in other zones.",Linda Colbert,Aye
2020-07-06,23015,Consent Agenda,Nisha Patel,Aye
2020-07-06,23015,Consent Agenda,Steve Potter,Aye
2020-07-06,23015,Consent Agenda,Howard J. Springsteen,Aye
2020-07-06,23015,Consent Agenda,Linda Colbert,Aye
2020-07-06,23015,Consent Agenda,Chuck Anderson,Aye
2020-07-06,23015,Consent Agenda,Ed Somers,Aye
2020-07-06,23015,Consent Agenda,Ray Brill Jr.,Aye
2020-07-06,23085,"Award RFP 20-05 - Clarify, Simplify, Reorganize, and Update the Subdivision and Zoning Ordinances - to Calfee Zoning",Nisha Patel,Nay
2020-07-06,23085,"Award RFP 20-05 - Clarify, Simplify, Reorganize, and Update the Subdivision and Zoning Ordinances - to Calfee Zoning",Steve Potter,Aye
2020-07-06,23085,"Award RFP 20-05 - Clarify, Simplify, Reorganize, and Update the Subdivision and Zoning Ordinances - to Calfee Zoning",Howard J. Springsteen,Aye
2020-07-06,23085,"Award RFP 20-05 - Clarify, Simplify, Reorganize, and Update the Subdivision and Zoning Ordinances - to Calfee Zoning",Linda Colbert,Aye
2020-07-06,23085,"Award RFP 20-05 - Clarify, Simplify, Reorganize, and Update the Subdivision and Zoning Ordinances - to Calfee Zoning",Chuck Anderson,Aye
2020-07-06,23085,"Award RFP 20-05 - Clarify, Simplify, Reorganize, and Update the Subdivision and Zoning Ordinances - to Calfee Zoning",Ed Somers,Aye
2020-07-06,23085,"Award RFP 20-05 - Clarify, Simplify, Reorganize, and Update the Subdivision and Zoning Ordinances - to Calfee Zoning",Ray Brill Jr.,Aye
2020-07-06,23024,"Request for approval of a wall waiver,a modification of requirement, a landscape plan for a CubeSmart self-storage facility located at 223-241 Mill Street NE",Nisha Patel,Aye
2020-07-06,23024,"Request for approval of a wall waiver,a modification of requirement, a landscape plan for a CubeSmart self-storage facility located at 223-241 Mill Street NE",Steve Potter,Aye
2020-07-06,23024,"Request for approval of a wall waiver,a modification of requirement, a landscape plan for a CubeSmart self-storage facility located at 223-241 Mill Street NE",Howard J. Springsteen,Nay
2020-07-06,23024,"Request for approval of a wall waiver,a modification of requirement, a landscape plan for a CubeSmart self-storage facility located at 223-241 Mill Street NE",Linda Colbert,Aye
2020-07-06,23024,"Request for approval of a wall waiver,a modification of requirement, a landscape plan for a CubeSmart self-storage facility located at 223-241 Mill Street NE",Chuck Anderson,Nay
2020-07-06,23024,"Request for approval of a wall waiver,a modification of requirement, a landscape plan for a CubeSmart self-storage facility located at 223-241 Mill Street NE",Ed Somers,Aye
2020-07-06,23024,"Request for approval of a wall waiver,a modification of requirement, a landscape plan for a CubeSmart self-storage facility located at 223-241 Mill Street NE",Ray Brill Jr.,Nay
2020-07-06,23086,"Referral to the Planning Commission of proposed amendments relating to Chapter 18 - Zoning, Article 19. - Nameplates and Signs, Sec. 18-185. - Special regulations for certain uses and signs, Subsection E. Temporary signs and other related amendments under Article 19 based on the model sign ordinance prepared by the Local Government Attorney’s Association of Virginia, and the setting of a public hearing for September 14, 2020, to consider proposed amendments to Chapter 18-Zoning, Article 19, related to signs.",Nisha Patel,Aye
2020-07-06,23086,"Referral to the Planning Commission of proposed amendments relating to Chapter 18 - Zoning, Article 19. - Nameplates and Signs, Sec. 18-185. - Special regulations for certain uses and signs, Subsection E. Temporary signs and other related amendments under Article 19 based on the model sign ordinance prepared by the Local Government Attorney’s Association of Virginia, and the setting of a public hearing for September 14, 2020, to consider proposed amendments to Chapter 18-Zoning, Article 19, related to signs.",Steve Potter,Aye
2020-07-06,23086,"Referral to the Planning Commission of proposed amendments relating to Chapter 18 - Zoning, Article 19. - Nameplates and Signs, Sec. 18-185. - Special regulations for certain uses and signs, Subsection E. Temporary signs and other related amendments under Article 19 based on the model sign ordinance prepared by the Local Government Attorney’s Association of Virginia, and the setting of a public hearing for September 14, 2020, to consider proposed amendments to Chapter 18-Zoning, Article 19, related to signs.",Howard J. Springsteen,Aye
2020-07-06,23086,"Referral to the Planning Commission of proposed amendments relating to Chapter 18 - Zoning, Article 19. - Nameplates and Signs, Sec. 18-185. - Special regulations for certain uses and signs, Subsection E. Temporary signs and other related amendments under Article 19 based on the model sign ordinance prepared by the Local Government Attorney’s Association of Virginia, and the setting of a public hearing for September 14, 2020, to consider proposed amendments to Chapter 18-Zoning, Article 19, related to signs.",Linda Colbert,Aye
2020-07-06,23086,"Referral to the Planning Commission of proposed amendments relating to Chapter 18 - Zoning, Article 19. - Nameplates and Signs, Sec. 18-185. - Special regulations for certain uses and signs, Subsection E. Temporary signs and other related amendments under Article 19 based on the model sign ordinance prepared by the Local Government Attorney’s Association of Virginia, and the setting of a public hearing for September 14, 2020, to consider proposed amendments to Chapter 18-Zoning, Article 19, related to signs.",Chuck Anderson,Aye
2020-07-06,23086,"Referral to the Planning Commission of proposed amendments relating to Chapter 18 - Zoning, Article 19. - Nameplates and Signs, Sec. 18-185. - Special regulations for certain uses and signs, Subsection E. Temporary signs and other related amendments under Article 19 based on the model sign ordinance prepared by the Local Government Attorney’s Association of Virginia, and the setting of a public hearing for September 14, 2020, to consider proposed amendments to Chapter 18-Zoning, Article 19, related to signs.",Ed Somers,Aye
