meeting_date,item_id,title,topic_unofficial,vote_tally,meeting_url
2020-07-06,23026,Award a design contract to Wood Environment & Infrastructure Solutions for Bear Branch - Southside Park Stream Restoration Project,"Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23018,Request approval of spending of CARES Act funds for procurement of network upgrades to improve information technology infrastructure security and performance,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23021,"Using CARES funds, the Vienna Police Department requests approval to purchase a 2019 Ford transit van outfitted with a prisoner insert and emergency equipment at a cost not to exceed $60,000.","Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23030,Rollover of Federal CARES Act Funding,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23031,Set a public hearing for August 31 to amend the 2019-20 budget related to federal CARES Act spending,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23032,Set a public hearing for August 31 to amend the 2020-21 budget related to federal CARES Act spending,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23034,"Approve CARES funding certification, including a $1 million appropriation to the RISE grant program","Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23037,Meeting Adjournment,Procedural,7 Aye,https://viennavadata.org/meeting/2020-07-06.html
2020-07-06,23038,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-07-06.html
2020-06-15,22898,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22930,Resolution for Continuity of Government,Governance & Administration,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22933,Resolution for Continuity of Government,Governance & Administration,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22899,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22929,"Acceptance of the Regular Council Meeting Minutes of June 1, 2020",Minutes,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22938,Presentations to Departing Elected Officials and Board/Commission members,Proclamations & Recognitions,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22900,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22907,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22909,Consent Agenda,Consent Agenda,7 Aye,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22911,Request approval to offer 2020 Solarize NOVA program,"Environment, Trees & Sustainability",,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22912,Request additional FY20 spending with Kimley-Horn for the multimodal transportation study,"Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22913,Request additional FY20 spending with James G Walters Contractor,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22920,FY 2021 funding of contracts issued by other jurisdictions,Contracts & Purchasing,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22916,"Request approval to continue to ride VITA contract VA-190822-DELL for purchase of computers, laptops, and maintenance contracts for servers for FY21",Contracts & Purchasing,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22917,"Request approval for use of FY21 funds with Granicus, Inc., for agenda management suite, boards and commissions module, and HD video streaming services.",Contracts & Purchasing,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22921,FY 2021 funding and renewals of Town contracts,Contracts & Purchasing,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22919,Request approval to ride Fairfax County Public Schools contract 4400006677 for cell and mobile device services with Sprint.,Grants & Intergovernmental,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22910,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22925,Adopt FY 2020-21 Budget,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22924,Intent to Adopt Real Estate Tax Rate for FY 2020-21,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22923,Intent to Adopt the Repeal of the Maple Avenue Commercial (MAC) Zone,"Land Use, Zoning & Development","6 Aye, 1 Nay",https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22918,"Request Modifications of Requirements for New Police Station Related to Lot Coverage, Parking, and Location of a Masonry Screening Wall. Station will be located at 215 Center Street S and 114 Locust Street S.","Streets, Sidewalks & Transportation","4 Aye, 3 Nay",https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22915,Design and construction agreement with Fairfax County for public parking to be incorporated into redevelopment of Patrick Henry Library,"Streets, Sidewalks & Transportation","6 Aye, 1 Nay",https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22922,"Request for Extension of Two Public Use Trailers, Located At Louise Archer Elementary School at 324 Nutley Street NW","Streets, Sidewalks & Transportation","5 Aye, 2 Nay",https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22926,Re-Adoption of an Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Business Operations Adversely Affected by the Ongoing Pandemic Disaster,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22927,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-15,22928,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-06-15.html
2020-06-01,22832,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22812,Resolution for Continuity of Government,Governance & Administration,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22814,Resolution for Continuity of Government,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22790,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22811,"Acceptance of the Regular Council Meeting Minutes of May 11, 2020 and the Work Session Minutes of May 18, 2020.",Minutes,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22815,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22810,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22799,Public Hearings,Procedural,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22804,"Public hearing to repeal or extend the temporary suspension of the Maple Avenue Commercial (MAC) Zone to June 30, 2022","Land Use, Zoning & Development",,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22935,"Public hearing to repeal or extend the temporary suspension of the Maple Avenue Commercial (MAC) Zone to June 30, 2022","Land Use, Zoning & Development","4 Aye, 3 Nay",https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22801,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22817,Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Business Operations Adversely Affected by the Ongoing Pandemic Disaster,"Land Use, Zoning & Development",,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22936,Proposed Emergency Ordinance to Permit Temporary Waivers of Zoning Regulations and Review for Business Operations Adversely Affected by the Ongoing Pandemic Disaster,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22806,Request appropriation of federal CARES Act funding,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22805,"Request approval for issuing an emergency PO in the amount of $39,954 to Atlantic Duct Cleaning",Public Safety,7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22802,"Request approval for spending $40,000 with Arthur Construction for construction of 441 and 443 Orchard Street NW drainage improvements","Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22807,Appointment of Town Officials for Fiscal Year 2020-21,Appointments & Resignations,7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22803,Addendum to Town Manager Employment Agreement,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22808,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-06-01.html
2020-06-01,22809,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-06-01.html
2020-05-11,22626,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22630,Resolution for Continuity of Government,Governance & Administration,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22642,Resolution for Continuity of Government,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22627,Acceptance of Minutes:,Minutes,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22643,"Acceptance of the Regular Council Meeting Minutes of April 27, 2020 and the Work Session Minutes of April 20, 2020.",Minutes,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22703,Closed Session,Procedural,"5 Aye, 2 Abstain",https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22646,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22638,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22641,Intent to Adopt FY 2020-21 Water and Sewer Rates,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22701,Correct Date on Motion to Adopt the Town of Vienna FY 2020-21 Tax Rates and Motion to Adopt FY 2020-21 Budget,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22635,Recess into Closed Session,Procedural,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22733,Recess into Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22644,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-05-11.html
2020-05-11,22645,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-05-11.html
2020-04-27,22579,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22617,Rollcall,Procedural,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22600,Resolution for Continuity of Government,Governance & Administration,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22602,Resolution for Continuity of Government,Governance & Administration,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22580,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22597,"Acceptance of the Regular Council Meeting Minutes of April 13, 2020.",Minutes,7 Aye,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22589,Public Hearings,Procedural,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22596,Public hearing regarding FY 2020-21 proposed real estate tax rate,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22620,Public hearing regarding FY 2020-21 proposed real estate tax rate,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22590,Consent Agenda,Consent Agenda,7 Aye,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22595,Approval of spending with Moody’s Investor Services for bond rating services,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22593,Request CIP and revenue-share funding for roadway maintenance utilizing IFB 20-03,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22592,"Request approval for spending $1,000,000 with E.E. Lyons Construction for water main and appurtenance improvements within the Town’s water service area","Water, Sewer & Stormwater",,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22601,Request approval of a memorandum of understanding between the Optimist Club of Greater Vienna and Town of Vienna regarding use of the Vienna Community Center parking lot for the 2020 Vienna Farmers Market,Parks & Recreation,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22591,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22594,"Request to set a June 1, 2020 public hearing to extend temporary suspension of the Maple Avenue Commercial (MAC) Zone, set currently to expire June 30, 2020, to June 30, 2022, and refer the matter to the Planning Commission for consideration.","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22598,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-27,22599,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-04-27.html
2020-04-13,22502,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22572,Rollcall,Procedural,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22560,Resolution for Continuity of Government,Governance & Administration,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22559,Resolution for Continuity of Government,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22503,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22523,"Regular Council Meeting Minutes of March 9, 2020, the Emergency Council Meeting of March 31, 2020 and the Work Session Minutes of March 14, 2020 and March 16, 2020.",Minutes,7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22561,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22528,Public Hearings,Procedural,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22515,Public Hearing on FY 2020-21 Proposed Budget,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22516,Public hearing on FY 2020-21 water and sewer rates,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22526,Consent Agenda,Consent Agenda,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22520,Approve transfer of spending for 2020 paving costs from the general fund to the capital project fund,"Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22518,Request additional FY20 spending with Potomac Truck Center,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22514,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22519,"Resolution to extend the due date for the first installment of Town of Vienna real estate taxes to August 28, 2020","Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22522,Emergency Ordinance and Resolution to Temporarily Amend Meals Tax Provisions of Vienna Code,Public Safety,7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22521,Re-adoption of the Continuity of Government ordinance,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22517,Onondio Cove Subdivision Performance Bond Extension Request,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22524,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-04-13.html
2020-04-13,22525,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-04-13.html
2020-03-31,22483,,Procedural,,https://viennavadata.org/meeting/2020-03-31.html
2020-03-31,22499,Rollcall,Procedural,,https://viennavadata.org/meeting/2020-03-31.html
2020-03-31,22495,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-03-31.html
2020-03-31,22496,Emergency Town Council meeting to adopt Continuity of Government Ordinance,Public Safety,7 Aye,https://viennavadata.org/meeting/2020-03-31.html
2020-03-31,22497,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-03-31.html
2020-03-31,22498,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-03-31.html
2020-03-10,22383,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-03-10.html
2020-03-10,22395,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-03-10.html
2020-03-10,22396,Special Meeting to Accept Bid for Bond Purchase,"Budget, Taxes & Finance","5 Aye, 2 Absent",https://viennavadata.org/meeting/2020-03-10.html
2020-03-10,22397,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-03-10.html
2020-03-10,22398,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-03-10.html
2020-03-09,22354,Invocation: Town Manager Mercury Payton,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22355,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22356,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22357,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22376,"Acceptance of the Regular Council Meeting Minutes of February 24, 2020.",Minutes,7 Aye,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22358,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22360,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22370,Proclamation for National Athletic Trainer Month,Proclamations & Recognitions,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22375,VDOT Presentation on Transform I-66 Project updates,Grants & Intergovernmental,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22361,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22362,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22363,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22364,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22365,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22367,Consent Agenda,Consent Agenda,7 Aye,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22369,Request additional FY spending with National Asphalt/Superior Paving,"Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22371,Request additional FY20 spending with Broad Run Recycling for construction and demolition debris disposal,"Water, Sewer & Stormwater",,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22372,"Request to set a public hearing for April 13, 2020 regarding the FY 2020-21 operating budget","Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22373,"Request to set a public hearing for April 27, 2020 regarding the FY 2020-21 real estate tax rate","Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22374,"Request to set a public hearing for April 13, 2020 regarding proposed FY 2020-21 Water and Sewer rates","Water, Sewer & Stormwater",,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22377,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-03-09,22378,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-03-09.html
2020-02-24,22290,"Invocation: Reverend Johnny Kurcina, Christ Church Vienna",Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22291,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22292,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22293,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22332,"Acceptance of the Regular Council Meeting Minutes of January 27, 2020, February 3, 2020 and the Work Session minutes of February 10, 2020.",Minutes,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22294,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22296,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22310,Presentation of draft design and construction agreement with Fairfax County for public parking to be incorporated into redevelopment of Patrick Henry Library,"Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22297,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22298,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22299,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22300,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22301,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22303,Consent Agenda,Consent Agenda,7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22309,"Request additional FY20 spending with Shannon Baum Signs, Inc.","Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22306,"Request additional FY20 spending with Ferguson Enterprises, Inc.","Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22307,"Request additional FY spending with Chantilly Crushed Stone, Inc.","Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22314,Appropriate funds for Davenport & Company as Financial Advisor,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22304,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22311,Council Approval of Revised 2020 CIP for 2020 Bond Issue,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22313,Request to approve license agreement between NOVA Parks and Town of Vienna for the construction of the Freeman Store bridge.,Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22305,Consideration to Initiate Sidewalk Projects,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22308,320 Nutley St SW Subdivision Performance Bond Reduction,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22312,"Request award of IFB 20-11, Piney Branch Stream Restoration - Construction and request approval of Amended Funding Agreement with Fairfax County","Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22333,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22315,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-24,22316,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-02-24.html
2020-02-03,22183,"Invocation: John A. Russo, Baha'i Community of the Town of Vienna",Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22184,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22185,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22186,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22200,"Work Session Minutes of October 22, 2019, December 11, 2019, December 16, 2019 and January 13, 2020.",Minutes,7 Aye,https://viennavadata.org/meeting/2020-02-03.html
